X1,X2
6.774509804,46.05294118
6.847058824,46.05294118
6.919607843,46.05294118
6.992156863,46.05294118
7.064705882,46.05294118
7.137254902,46.05294118
7.209803922,46.05294118
7.282352941,46.05294118
7.354901961,46.05294118
7.42745098,46.05294118
7.5,46.05294118
-11,46.10588235
-10.92745098,46.10588235
-10.85490196,46.10588235
-10.78235294,46.10588235
-10.70980392,46.10588235
-10.6372549,46.10588235
-10.56470588,46.10588235
-10.49215686,46.10588235
-10.41960784,46.10588235
-10.34705882,46.10588235
-10.2745098,46.10588235
-10.20196078,46.10588235
-10.12941176,46.10588235
-10.05686275,46.10588235
-9.984313725,46.10588235
-9.911764706,46.10588235
-9.839215686,46.10588235
-9.766666667,46.10588235
-9.694117647,46.10588235
-9.621568627,46.10588235
-9.549019608,46.10588235
-9.476470588,46.10588235
-9.403921569,46.10588235
-9.331372549,46.10588235
-9.258823529,46.10588235
-9.18627451,46.10588235
-9.11372549,46.10588235
-9.041176471,46.10588235
-8.968627451,46.10588235
-8.896078431,46.10588235
-8.823529412,46.10588235
-8.750980392,46.10588235
-8.678431373,46.10588235
-8.605882353,46.10588235
-8.533333333,46.10588235
-8.460784314,46.10588235
-8.388235294,46.10588235
-8.315686275,46.10588235
-8.243137255,46.10588235
-8.170588235,46.10588235
-8.098039216,46.10588235
-8.025490196,46.10588235
-7.952941176,46.10588235
-7.880392157,46.10588235
-7.807843137,46.10588235
-7.735294118,46.10588235
-7.662745098,46.10588235
-7.590196078,46.10588235
-7.517647059,46.10588235
-7.445098039,46.10588235
-7.37254902,46.10588235
-7.3,46.10588235
-7.22745098,46.10588235
-7.154901961,46.10588235
-7.082352941,46.10588235
-7.009803922,46.10588235
-6.937254902,46.10588235
-6.864705882,46.10588235
-6.792156863,46.10588235
-6.719607843,46.10588235
-6.647058824,46.10588235
-6.574509804,46.10588235
-6.501960784,46.10588235
-6.429411765,46.10588235
-6.356862745,46.10588235
-6.284313725,46.10588235
-6.211764706,46.10588235
-6.139215686,46.10588235
-6.066666667,46.10588235
-5.994117647,46.10588235
-5.921568627,46.10588235
-5.849019608,46.10588235
-5.776470588,46.10588235
-5.703921569,46.10588235
-5.631372549,46.10588235
-5.558823529,46.10588235
-5.48627451,46.10588235
-5.41372549,46.10588235
-5.341176471,46.10588235
-5.268627451,46.10588235
-5.196078431,46.10588235
-5.123529412,46.10588235
-5.050980392,46.10588235
-4.978431373,46.10588235
-4.905882353,46.10588235
-4.833333333,46.10588235
-4.760784314,46.10588235
-4.688235294,46.10588235
-4.615686275,46.10588235
-4.543137255,46.10588235
-4.470588235,46.10588235
-4.398039216,46.10588235
-4.325490196,46.10588235
-4.252941176,46.10588235
-4.180392157,46.10588235
-4.107843137,46.10588235
-4.035294118,46.10588235
-3.962745098,46.10588235
-3.890196078,46.10588235
-3.817647059,46.10588235
-3.745098039,46.10588235
-3.67254902,46.10588235
-3.6,46.10588235
-3.52745098,46.10588235
-3.454901961,46.10588235
-3.382352941,46.10588235
-3.309803922,46.10588235
-3.237254902,46.10588235
-3.164705882,46.10588235
-3.092156863,46.10588235
-3.019607843,46.10588235
-2.947058824,46.10588235
-2.874509804,46.10588235
-2.801960784,46.10588235
-2.729411765,46.10588235
-2.656862745,46.10588235
-2.584313725,46.10588235
-2.511764706,46.10588235
-2.439215686,46.10588235
-2.366666667,46.10588235
-2.294117647,46.10588235
-2.221568627,46.10588235
-2.149019608,46.10588235
-2.076470588,46.10588235
-2.003921569,46.10588235
-1.931372549,46.10588235
-1.858823529,46.10588235
-1.78627451,46.10588235
-1.71372549,46.10588235
-1.641176471,46.10588235
-1.568627451,46.10588235
-1.496078431,46.10588235
-1.423529412,46.10588235
-1.350980392,46.10588235
-1.278431373,46.10588235
-1.205882353,46.10588235
-1.133333333,46.10588235
-1.060784314,46.10588235
-0.988235294,46.10588235
-0.915686275,46.10588235
-0.843137255,46.10588235
-0.770588235,46.10588235
-0.698039216,46.10588235
-0.625490196,46.10588235
-0.552941176,46.10588235
-0.480392157,46.10588235
-0.407843137,46.10588235
-0.335294118,46.10588235
-0.262745098,46.10588235
-0.190196078,46.10588235
-0.117647059,46.10588235
-0.045098039,46.10588235
0.02745098,46.10588235
0.1,46.10588235
0.17254902,46.10588235
0.245098039,46.10588235
0.317647059,46.10588235
0.390196078,46.10588235
0.462745098,46.10588235
0.535294118,46.10588235
0.607843137,46.10588235
0.680392157,46.10588235
0.752941176,46.10588235
0.825490196,46.10588235
0.898039216,46.10588235
0.970588235,46.10588235
1.043137255,46.10588235
1.115686275,46.10588235
1.188235294,46.10588235
1.260784314,46.10588235
1.333333333,46.10588235
1.405882353,46.10588235
1.478431373,46.10588235
1.550980392,46.10588235
1.623529412,46.10588235
1.696078431,46.10588235
1.768627451,46.10588235
1.841176471,46.10588235
1.91372549,46.10588235
1.98627451,46.10588235
2.058823529,46.10588235
2.131372549,46.10588235
2.203921569,46.10588235
2.276470588,46.10588235
2.349019608,46.10588235
2.421568627,46.10588235
2.494117647,46.10588235
2.566666667,46.10588235
2.639215686,46.10588235
2.711764706,46.10588235
2.784313725,46.10588235
2.856862745,46.10588235
2.929411765,46.10588235
3.001960784,46.10588235
3.074509804,46.10588235
3.147058824,46.10588235
3.219607843,46.10588235
3.292156863,46.10588235
3.364705882,46.10588235
3.437254902,46.10588235
3.509803922,46.10588235
3.582352941,46.10588235
3.654901961,46.10588235
3.72745098,46.10588235
3.8,46.10588235
3.87254902,46.10588235
3.945098039,46.10588235
4.017647059,46.10588235
4.090196078,46.10588235
4.162745098,46.10588235
4.235294118,46.10588235
4.307843137,46.10588235
4.380392157,46.10588235
4.452941176,46.10588235
4.525490196,46.10588235
4.598039216,46.10588235
4.670588235,46.10588235
4.743137255,46.10588235
4.815686275,46.10588235
4.888235294,46.10588235
4.960784314,46.10588235
5.033333333,46.10588235
5.105882353,46.10588235
5.178431373,46.10588235
5.250980392,46.10588235
5.323529412,46.10588235
5.396078431,46.10588235
5.468627451,46.10588235
5.541176471,46.10588235
5.61372549,46.10588235
5.68627451,46.10588235
5.758823529,46.10588235
5.831372549,46.10588235
5.903921569,46.10588235
5.976470588,46.10588235
6.049019608,46.10588235
6.121568627,46.10588235
6.194117647,46.10588235
6.266666667,46.10588235
6.339215686,46.10588235
6.411764706,46.10588235
6.484313725,46.10588235
6.556862745,46.10588235
6.629411765,46.10588235
6.701960784,46.10588235
6.774509804,46.10588235
6.847058824,46.10588235
6.919607843,46.10588235
6.992156863,46.10588235
7.064705882,46.10588235
7.137254902,46.10588235
7.209803922,46.10588235
7.282352941,46.10588235
7.354901961,46.10588235
7.42745098,46.10588235
7.5,46.10588235
-11,46.15882353
-10.92745098,46.15882353
-10.85490196,46.15882353
-10.78235294,46.15882353
-10.70980392,46.15882353
-10.6372549,46.15882353
-10.56470588,46.15882353
-10.49215686,46.15882353
-10.41960784,46.15882353
-10.34705882,46.15882353
-10.2745098,46.15882353
-10.20196078,46.15882353
-10.12941176,46.15882353
-10.05686275,46.15882353
-9.984313725,46.15882353
-9.911764706,46.15882353
-9.839215686,46.15882353
-9.766666667,46.15882353
-9.694117647,46.15882353
-9.621568627,46.15882353
-9.549019608,46.15882353
-9.476470588,46.15882353
-9.403921569,46.15882353
-9.331372549,46.15882353
-9.258823529,46.15882353
-9.18627451,46.15882353
-9.11372549,46.15882353
-9.041176471,46.15882353
-8.968627451,46.15882353
-8.896078431,46.15882353
-8.823529412,46.15882353
-8.750980392,46.15882353
-8.678431373,46.15882353
-8.605882353,46.15882353
-8.533333333,46.15882353
-8.460784314,46.15882353
-8.388235294,46.15882353
-8.315686275,46.15882353
-8.243137255,46.15882353
-8.170588235,46.15882353
-8.098039216,46.15882353
-8.025490196,46.15882353
-7.952941176,46.15882353
-7.880392157,46.15882353
-7.807843137,46.15882353
-7.735294118,46.15882353
-7.662745098,46.15882353
-7.590196078,46.15882353
-7.517647059,46.15882353
-7.445098039,46.15882353
-7.37254902,46.15882353
-7.3,46.15882353
-7.22745098,46.15882353
-7.154901961,46.15882353
-7.082352941,46.15882353
-7.009803922,46.15882353
-6.937254902,46.15882353
-6.864705882,46.15882353
-6.792156863,46.15882353
-6.719607843,46.15882353
-6.647058824,46.15882353
-6.574509804,46.15882353
-6.501960784,46.15882353
-6.429411765,46.15882353
-6.356862745,46.15882353
-6.284313725,46.15882353
-6.211764706,46.15882353
-6.139215686,46.15882353
-6.066666667,46.15882353
-5.994117647,46.15882353
-5.921568627,46.15882353
-5.849019608,46.15882353
-5.776470588,46.15882353
-5.703921569,46.15882353
-5.631372549,46.15882353
-5.558823529,46.15882353
-5.48627451,46.15882353
-5.41372549,46.15882353
-5.341176471,46.15882353
-5.268627451,46.15882353
-5.196078431,46.15882353
-5.123529412,46.15882353
-5.050980392,46.15882353
-4.978431373,46.15882353
-4.905882353,46.15882353
-4.833333333,46.15882353
-4.760784314,46.15882353
-4.688235294,46.15882353
-4.615686275,46.15882353
-4.543137255,46.15882353
-4.470588235,46.15882353
-4.398039216,46.15882353
-4.325490196,46.15882353
-4.252941176,46.15882353
-4.180392157,46.15882353
-4.107843137,46.15882353
-4.035294118,46.15882353
-3.962745098,46.15882353
-3.890196078,46.15882353
-3.817647059,46.15882353
-3.745098039,46.15882353
-3.67254902,46.15882353
-3.6,46.15882353
-3.52745098,46.15882353
-3.454901961,46.15882353
-3.382352941,46.15882353
-3.309803922,46.15882353
-3.237254902,46.15882353
-3.164705882,46.15882353
-3.092156863,46.15882353
-3.019607843,46.15882353
-2.947058824,46.15882353
-2.874509804,46.15882353
-2.801960784,46.15882353
-2.729411765,46.15882353
-2.656862745,46.15882353
-2.584313725,46.15882353
-2.511764706,46.15882353
-2.439215686,46.15882353
-2.366666667,46.15882353
-2.294117647,46.15882353
-2.221568627,46.15882353
-2.149019608,46.15882353
-2.076470588,46.15882353
-2.003921569,46.15882353
-1.931372549,46.15882353
-1.858823529,46.15882353
-1.78627451,46.15882353
-1.71372549,46.15882353
-1.641176471,46.15882353
-1.568627451,46.15882353
-1.496078431,46.15882353
-1.423529412,46.15882353
-1.350980392,46.15882353
-1.278431373,46.15882353
-1.205882353,46.15882353
-1.133333333,46.15882353
-1.060784314,46.15882353
-0.988235294,46.15882353
-0.915686275,46.15882353
-0.843137255,46.15882353
-0.770588235,46.15882353
-0.698039216,46.15882353
-0.625490196,46.15882353
-0.552941176,46.15882353
-0.480392157,46.15882353
-0.407843137,46.15882353
-0.335294118,46.15882353
-0.262745098,46.15882353
-0.190196078,46.15882353
-0.117647059,46.15882353
-0.045098039,46.15882353
0.02745098,46.15882353
0.1,46.15882353
0.17254902,46.15882353
0.245098039,46.15882353
0.317647059,46.15882353
0.390196078,46.15882353
0.462745098,46.15882353
0.535294118,46.15882353
0.607843137,46.15882353
0.680392157,46.15882353
0.752941176,46.15882353
0.825490196,46.15882353
0.898039216,46.15882353
0.970588235,46.15882353
1.043137255,46.15882353
1.115686275,46.15882353
1.188235294,46.15882353
1.260784314,46.15882353
1.333333333,46.15882353
1.405882353,46.15882353
1.478431373,46.15882353
1.550980392,46.15882353
1.623529412,46.15882353
1.696078431,46.15882353
1.768627451,46.15882353
1.841176471,46.15882353
1.91372549,46.15882353
1.98627451,46.15882353
2.058823529,46.15882353
2.131372549,46.15882353
2.203921569,46.15882353
2.276470588,46.15882353
2.349019608,46.15882353
2.421568627,46.15882353
2.494117647,46.15882353
2.566666667,46.15882353
2.639215686,46.15882353
2.711764706,46.15882353
2.784313725,46.15882353
2.856862745,46.15882353
2.929411765,46.15882353
3.001960784,46.15882353
3.074509804,46.15882353
3.147058824,46.15882353
3.219607843,46.15882353
3.292156863,46.15882353
3.364705882,46.15882353
3.437254902,46.15882353
3.509803922,46.15882353
3.582352941,46.15882353
3.654901961,46.15882353
3.72745098,46.15882353
3.8,46.15882353
3.87254902,46.15882353
3.945098039,46.15882353
4.017647059,46.15882353
4.090196078,46.15882353
4.162745098,46.15882353
4.235294118,46.15882353
4.307843137,46.15882353
4.380392157,46.15882353
4.452941176,46.15882353
4.525490196,46.15882353
4.598039216,46.15882353
4.670588235,46.15882353
4.743137255,46.15882353
4.815686275,46.15882353
4.888235294,46.15882353
4.960784314,46.15882353
5.033333333,46.15882353
5.105882353,46.15882353
5.178431373,46.15882353
5.250980392,46.15882353
5.323529412,46.15882353
5.396078431,46.15882353
5.468627451,46.15882353
5.541176471,46.15882353
5.61372549,46.15882353
5.68627451,46.15882353
5.758823529,46.15882353
5.831372549,46.15882353
5.903921569,46.15882353
5.976470588,46.15882353
6.049019608,46.15882353
6.121568627,46.15882353
6.194117647,46.15882353
6.266666667,46.15882353
6.339215686,46.15882353
6.411764706,46.15882353
6.484313725,46.15882353
6.556862745,46.15882353
6.629411765,46.15882353
6.701960784,46.15882353
6.774509804,46.15882353
6.847058824,46.15882353
6.919607843,46.15882353
6.992156863,46.15882353
7.064705882,46.15882353
7.137254902,46.15882353
7.209803922,46.15882353
7.282352941,46.15882353
7.354901961,46.15882353
7.42745098,46.15882353
7.5,46.15882353
-11,46.21176471
-10.92745098,46.21176471
-10.85490196,46.21176471
-10.78235294,46.21176471
-10.70980392,46.21176471
-10.6372549,46.21176471
-10.56470588,46.21176471
-10.49215686,46.21176471
-10.41960784,46.21176471
-10.34705882,46.21176471
-10.2745098,46.21176471
-10.20196078,46.21176471
-10.12941176,46.21176471
-10.05686275,46.21176471
-9.984313725,46.21176471
-9.911764706,46.21176471
-9.839215686,46.21176471
-9.766666667,46.21176471
-9.694117647,46.21176471
-9.621568627,46.21176471
-9.549019608,46.21176471
-9.476470588,46.21176471
-9.403921569,46.21176471
-9.331372549,46.21176471
-9.258823529,46.21176471
-9.18627451,46.21176471
-9.11372549,46.21176471
-9.041176471,46.21176471
-8.968627451,46.21176471
-8.896078431,46.21176471
-8.823529412,46.21176471
-8.750980392,46.21176471
-8.678431373,46.21176471
-8.605882353,46.21176471
-8.533333333,46.21176471
-8.460784314,46.21176471
-8.388235294,46.21176471
-8.315686275,46.21176471
-8.243137255,46.21176471
-8.170588235,46.21176471
-8.098039216,46.21176471
-8.025490196,46.21176471
-7.952941176,46.21176471
-7.880392157,46.21176471
-7.807843137,46.21176471
-7.735294118,46.21176471
-7.662745098,46.21176471
-7.590196078,46.21176471
-7.517647059,46.21176471
-7.445098039,46.21176471
-7.37254902,46.21176471
-7.3,46.21176471
-7.22745098,46.21176471
-7.154901961,46.21176471
-7.082352941,46.21176471
-7.009803922,46.21176471
-6.937254902,46.21176471
-6.864705882,46.21176471
-6.792156863,46.21176471
-6.719607843,46.21176471
-6.647058824,46.21176471
-6.574509804,46.21176471
-6.501960784,46.21176471
-6.429411765,46.21176471
-6.356862745,46.21176471
-6.284313725,46.21176471
-6.211764706,46.21176471
-6.139215686,46.21176471
-6.066666667,46.21176471
-5.994117647,46.21176471
-5.921568627,46.21176471
-5.849019608,46.21176471
-5.776470588,46.21176471
-5.703921569,46.21176471
-5.631372549,46.21176471
-5.558823529,46.21176471
-5.48627451,46.21176471
-5.41372549,46.21176471
-5.341176471,46.21176471
-5.268627451,46.21176471
-5.196078431,46.21176471
-5.123529412,46.21176471
-5.050980392,46.21176471
-4.978431373,46.21176471
-4.905882353,46.21176471
-4.833333333,46.21176471
-4.760784314,46.21176471
-4.688235294,46.21176471
-4.615686275,46.21176471
-4.543137255,46.21176471
-4.470588235,46.21176471
-4.398039216,46.21176471
-4.325490196,46.21176471
-4.252941176,46.21176471
-4.180392157,46.21176471
-4.107843137,46.21176471
-4.035294118,46.21176471
-3.962745098,46.21176471
-3.890196078,46.21176471
-3.817647059,46.21176471
-3.745098039,46.21176471
-3.67254902,46.21176471
-3.6,46.21176471
-3.52745098,46.21176471
-3.454901961,46.21176471
-3.382352941,46.21176471
-3.309803922,46.21176471
-3.237254902,46.21176471
-3.164705882,46.21176471
-3.092156863,46.21176471
-3.019607843,46.21176471
-2.947058824,46.21176471
-2.874509804,46.21176471
-2.801960784,46.21176471
-2.729411765,46.21176471
-2.656862745,46.21176471
-2.584313725,46.21176471
-2.511764706,46.21176471
-2.439215686,46.21176471
-2.366666667,46.21176471
-2.294117647,46.21176471
-2.221568627,46.21176471
-2.149019608,46.21176471
-2.076470588,46.21176471
-2.003921569,46.21176471
-1.931372549,46.21176471
-1.858823529,46.21176471
-1.78627451,46.21176471
-1.71372549,46.21176471
-1.641176471,46.21176471
-1.568627451,46.21176471
-1.496078431,46.21176471
-1.423529412,46.21176471
-1.350980392,46.21176471
-1.278431373,46.21176471
-1.205882353,46.21176471
-1.133333333,46.21176471
-1.060784314,46.21176471
-0.988235294,46.21176471
-0.915686275,46.21176471
-0.843137255,46.21176471
-0.770588235,46.21176471
-0.698039216,46.21176471
-0.625490196,46.21176471
-0.552941176,46.21176471
-0.480392157,46.21176471
-0.407843137,46.21176471
-0.335294118,46.21176471
-0.262745098,46.21176471
-0.190196078,46.21176471
-0.117647059,46.21176471
-0.045098039,46.21176471
0.02745098,46.21176471
0.1,46.21176471
0.17254902,46.21176471
0.245098039,46.21176471
0.317647059,46.21176471
0.390196078,46.21176471
0.462745098,46.21176471
0.535294118,46.21176471
0.607843137,46.21176471
0.680392157,46.21176471
0.752941176,46.21176471
0.825490196,46.21176471
0.898039216,46.21176471
0.970588235,46.21176471
1.043137255,46.21176471
1.115686275,46.21176471
1.188235294,46.21176471
